sample_id,ar_total_s,method_total_s,ttft_s,tpot_s,accepted_block_mean,output_tokens,prediction,reference,seed,regime,k
s046,0.45678358762019555,0.24489110183241092,0.04054110183241087,0.00300514705882353,4.866666666666666,69,"Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution token","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,8
s047,1.0345588154971104,0.524149487077711,0.05642581864296233,0.004067162334215206,3.806451612903226,116,"Space Mission token officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,8
s048,0.5361151974843961,0.3163819970158649,0.052924931405961106,0.0039321950091030415,3.888888888888889,68,Planning update: officials confirmed a token plan with token token and near-term execution risks.,"City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,8
s049,0.32632153254459395,0.1943115669648447,0.050291972623289834,0.0036004898585388716,4.2,41,"Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,8
s000,0.8836112869692171,0.47996057937706366,0.051492849999125845,0.003895161176163071,7.0,111,"Energy Markets update: token announced a phased plan with measurable milestones, trade-offs, token near-term execution risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s001,0.4267268512418385,0.24628108303835372,0.05379307224292548,0.00447646536733554,7.0,44,"Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s002,0.5963457382266114,0.30948061292641393,0.04382734759996246,0.003906665666565463,7.2,69,"update: officials criticized a plan with measurable milestones, token and near-term execution risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s003,0.9580583337956022,0.5031413027348611,0.04808041975222928,0.0042135266942836275,6.882352941176471,109,"token Reform update: officials reported a phased plan with measurable token trade-offs, token near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s004,0.43360712624589215,0.20331255836257553,0.04568170388464107,0.0032169562138353973,8.5,50,"Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s005,0.6800364819219946,0.41880274602193684,0.04672867300105692,0.003916569189693473,7.285714285714286,96,"Chip Manufacturing token officials expanded a phased plan with measurable trade-offs, and near-term execution token","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s006,0.8665072997532667,0.584669578745693,0.053710534249120596,0.0055890425736481305,5.052631578947368,96,"token Chain officials confirmed phased plan token measurable milestones, trade-offs, and token execution risks.","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s007,0.5494006057002911,0.3461488276869733,0.051438899266069725,0.003982566600282481,6.909090909090909,75,"Space Mission update: officials reported phased plan with measurable milestones, trade-offs, and token token risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s008,0.2852727683202978,0.19551608141275562,0.056567384186779715,0.005146248045406515,6.2,28,"City Planning update: rejected a phased plan with trade-offs, and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s009,0.473911455646958,0.27947416669821057,0.057735665135176674,0.005156709338675207,5.5,44,"token Incident update: officials approved a phased with measurable milestones, token token near-term execution token","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s010,0.32816721640038704,0.22822891875514867,0.05878390965133008,0.0049836767383476055,6.0,35,"Energy Markets update: officials criticized a phased plan with measurable milestones, and near-term execution risks.","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s011,0.7679310346443861,0.41322512858500143,0.05439191773123558,0.0042718239387353075,6.769230769230769,85,"Medical update: officials rejected a phased plan measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s012,0.5511259242698212,0.31045625148458617,0.05045322358686384,0.0037681598246046715,7.5,70,"Sports Finals update: officials a phased plan with measurable trade-offs, and token execution risks.","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s013,0.7222846140128754,0.34902717295796176,0.0436897670574461,0.0032482702755374008,8.5,95,"Reform token officials reported a phased plan with measurable milestones, token and execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s014,0.5873371741647319,0.3901158207689738,0.05705804577332221,0.004897908455818406,6.083333333333333,69,"token officials token a phased plan token measurable milestones, trade-offs, near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s015,0.6419087923384967,0.442582983647152,0.05693262158209556,0.005142004827534086,5.5,76,"Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and execution","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s016,0.7103227211085685,0.4379069692192894,0.04687969530414753,0.0035227682334697465,7.666666666666667,112,"token Chain update: officials delayed plan with measurable milestones, trade-offs, and near-term risks.","Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s017,0.3726778462707892,0.2133779859120069,0.05042971640669673,0.003879720702507385,7.166666666666667,43,"Space update: officials reported a token token with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s018,0.7730963556319044,0.4364237837135011,0.055373378704458145,0.004097316182892935,7.071428571428571,94,"City Planning update: officials token phased plan with measurable milestones, trade-offs, and near-term risks.","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s019,0.7167358205413579,0.49110875833763784,0.05995875833763781,0.006159285714285714,4.866666666666666,71,"Cybersecurity token update: officials announced token phased plan with measurable milestones, trade-offs, token token risks.","Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s020,0.541300259258538,0.297655553846222,0.05208241904907546,0.00402578909503519,7.0,62,"Energy update: token expanded a phased plan with measurable milestones, trade-offs, and execution risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s021,0.6743457835095812,0.4067090165919218,0.05478806144902874,0.004454695634720165,6.615384615384615,80,"Trial update: officials announced a phased plan token measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s022,0.2810581275681002,0.18686106476632458,0.05352889197958078,0.003921534493727759,7.8,35,"Sports token update: officials a phased plan with token milestones, trade-offs, and execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s023,0.80202834278227,0.48923635219237904,0.05400638825030246,0.004309207563782937,6.5,102,"Education Reform update: officials token a phased plan with measurable milestones, trade-offs, and near-term token risks.","Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s024,0.560742893194603,0.34512014018899073,0.05138838161785854,0.004662408866208448,6.2727272727272725,64,"Climate Policy token token criticized a phased plan with measurable trade-offs, and near-term execution risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s025,0.5800808481482758,0.2898422405762092,0.05037748582599361,0.0038010278531780254,7.111111111111111,64,"Chip Manufacturing update: officials delayed token phased plan with measurable milestones, and near-term token risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s026,0.6363308990097625,0.28233472949559657,0.047130557004363915,0.0036185257306343486,8.11111111111111,66,"Supply Chain update: officials approved token phased plan with token milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s027,0.6154144084032165,0.3608963744022228,0.059515255985413615,0.004498225648012077,6.363636363636363,68,"Space Mission update: officials accelerated a phased plan with measurable trade-offs, token token execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s028,0.5769000997268369,0.3786086740599103,0.0534636088922589,0.004454041988597964,6.416666666666667,74,City Planning update: officials phased plan with token token near-term token,"City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s029,0.28487464007796776,0.18384622792922947,0.04960070750282743,0.004068046073527334,6.8,34,"Cybersecurity Incident token officials approved a phased plan with measurable milestones, trade-offs, and near-term execution","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s030,0.4095701672460486,0.2776142201471676,0.05445429306373687,0.006031349380633263,5.0,38,"Energy Markets update: officials narrowed token phased token token milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s031,0.47807473729739125,0.29102116668830896,0.053188018997913436,0.00440431754982214,6.222222222222222,55,"Medical Trial token token a phased plan token milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s032,0.9512661970069183,0.5657885351836933,0.05336722826084152,0.00445583745150306,6.315789473684211,116,"Sports update: officials approved a phased plan with milestones, token near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s033,0.42574519450856174,0.26069049132903405,0.04839415828055799,0.0038599333281541096,7.125,56,"Education token update: officials announced a plan measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s034,0.4102869511866363,0.2374645801606507,0.05069402776212805,0.004244785281784605,6.571428571428571,45,"Climate update: officials reported a phased token token measurable trade-offs, and near-term execution risks.","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s035,0.47710008225850653,0.2951645372101906,0.053178973510501264,0.004172164891373954,7.0,59,"Chip Manufacturing update: officials phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s036,0.7913528931754026,0.5163460646253455,0.05235368010700711,0.004548944946258219,6.235294117647059,103,"Supply Chain update: officials a phased plan with measurable milestones, trade-offs, and token execution risks.","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s037,0.3778825279393603,0.25635931780539933,0.05909750253572733,0.005057995263324923,6.0,40,"Space Mission update: accelerated a phased plan with token milestones, trade-offs, and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s038,0.5777206080382418,0.37205400409267075,0.04928891979048058,0.004303534457362536,6.75,76,"City Planning update: officials announced a phased plan with token milestones, trade-offs, token execution risks.","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s039,0.2521409779226337,0.17581326569415925,0.047386277548281314,0.0044285168326164805,7.0,30,"Cybersecurity Incident update: officials token a phased plan with measurable milestones, token and near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s040,0.3074990717231606,0.1916098524675314,0.0533217020226566,0.004768556911892235,6.0,30,"Energy Markets update: officials token a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s041,0.5315963491352715,0.2891945986813869,0.05118624135289974,0.003966805955474786,6.777777777777778,61,"Medical Trial token token a phased plan with measurable milestones, trade-offs, and execution risks.","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s042,0.8639057508815673,0.4414267030514763,0.05078754375448501,0.003456983710592843,7.866666666666666,114,"Finals update: officials approved token phased plan with measurable milestones, token and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s043,0.3813927684057643,0.24825470005149017,0.05752891628241812,0.004768144594226801,6.285714285714286,41,"Education Reform update: token reported a token plan token measurable token trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s044,0.784032910916859,0.5168857275375863,0.05127251401661488,0.005173480150233016,5.529411764705882,91,"Policy update: officials expanded token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s045,0.6229711818658377,0.3679233137190016,0.05776004668028116,0.005084643721946237,5.7272727272727275,62,"token Manufacturing update: officials reported a token with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s046,0.48441388175492633,0.27140496293733984,0.04557496293733985,0.0033210294117647053,8.11111111111111,69,"Supply Chain update: officials a phased plan with measurable milestones, trade-offs, and near-term token risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s047,0.9963221294195375,0.6405603786448748,0.05588637624940854,0.005084121759960577,5.714285714285714,116,Space Mission officials delayed a phased plan with measurable token and near-term execution risks.,"Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s048,0.6103734208963401,0.3815639100607076,0.05605448924750272,0.004858349564376192,6.166666666666667,68,"City Planning update: officials confirmed a phased with measurable milestones, trade-offs, token near-term execution risks.","City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s049,0.3518723063081729,0.23386367006636258,0.04955623798818579,0.00460768580195442,6.285714285714286,41,"Cybersecurity Incident update: officials accelerated a phased plan with milestones, trade-offs, token near-term token risks.","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",44,stoch,16
s000,0.8300389909132434,0.3578095991674097,0.04951419312078949,0.002802685509514729,3.0,111,"Energy Markets update: announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s001,0.4006742060207089,0.17804868321247064,0.05101760600063414,0.0029542110979496865,2.933333333333333,44,"Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s002,0.5662436358876816,0.23917682106018562,0.04821119349747599,0.0028083180523927886,3.0869565217391304,69,"Sports Finals token officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s003,0.8483825046550665,0.36014692394815806,0.052545414089961155,0.002848162128316638,2.945945945945946,109,"Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s004,0.342369748003558,0.18121253277586494,0.04521359418732799,0.0027754885426232033,3.0588235294117645,50,"Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s005,0.8124447112425364,0.31580734427690427,0.044694051246742875,0.0028538241371595936,2.9696969696969697,96,"Chip Manufacturing update: officials expanded a phased plan measurable milestones, token token near-term execution","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s006,0.7990427955915915,0.36123917918156934,0.05418040868972698,0.0032321975841246567,2.742857142857143,96,"Supply Chain update: officials token a token plan with measurable trade-offs, and near-term execution","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s007,0.5413510266005616,0.2621897987013791,0.05343415755313836,0.002821022177678929,3.0,75,"Space Mission update: officials reported token phased plan with measurable milestones, trade-offs, and token execution token","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s008,0.27793323272569964,0.13752833070823212,0.05167898209524416,0.0031796055041847394,2.8,28,"City Planning officials rejected a phased with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s009,0.4309414326643021,0.19577214720344904,0.05610289642193207,0.0032481221111980694,2.875,44,"Cybersecurity Incident update: token approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s010,0.33662067179920124,0.18041930807103565,0.06027638609380813,0.0035336153522713977,2.5714285714285716,35,"Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, token near-term execution risks.","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s011,0.7733094141806958,0.31404804028321753,0.05275324150501101,0.0031106523664072207,2.774193548387097,85,"Trial update: rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s012,0.5028718573288524,0.23612110523956978,0.05017561419837955,0.002694862189002757,3.0434782608695654,70,"Sports Finals update: delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s013,0.5699989946495024,0.27933648152523,0.0421381028374077,0.0025233870073172585,3.2333333333333334,95,"Education Reform update: officials reported a phased plan with milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s014,0.6223415728761026,0.2653132879891167,0.057209400491290814,0.0030603512867327337,2.9166666666666665,69,"Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s015,0.7408608028765761,0.29374141263201176,0.05214123159948348,0.003221335747100377,2.7857142857142856,76,"Chip Manufacturing officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s016,0.9981172075462612,0.34712304171417985,0.041364101567923535,0.0027545850463626697,3.0,112,"Supply Chain update: token delayed a phased plan with measurable milestones, trade-offs, and near-term token token","Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s017,0.36423013914006164,0.17593232149488408,0.05058340305406521,0.002984498058114735,2.933333333333333,43,"Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution token","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s018,0.7322677589514499,0.31434260829287974,0.04522094828771239,0.0028937812903781436,2.96875,94,"City Planning update: officials token a phased plan with measurable milestones, trade-offs, and near-term execution token","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s019,0.604961800218017,0.3285645636454154,0.058594563645415355,0.0038567142857142862,2.2903225806451615,71,"Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term risks.","Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s020,0.5564709220540198,0.2313038294113174,0.05366533411298197,0.0029121064803005812,3.0,62,"Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and token execution risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s021,0.7026911645284211,0.27578507482451486,0.04650688657724355,0.0029022555474338143,3.037037037037037,80,"Medical update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s022,0.2749782433710827,0.14792557158787933,0.04983626791583304,0.002884979519766068,3.0,35,"Sports Finals update: officials reported a phased plan with measurable token trade-offs, and near-term execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s023,0.9213322785613581,0.34928850353034724,0.05176586699952394,0.0029457686785230026,2.9714285714285715,102,"Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s024,0.5614362840524805,0.2333325921861839,0.048491712900617816,0.0029339822108820014,2.9545454545454546,64,"token Policy update: officials criticized a plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s025,0.5018272684937182,0.2298648564663196,0.04789750634118778,0.0028883706369068544,3.0,64,"Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s026,0.45269970076824384,0.22041952856543107,0.04398086759856677,0.0027144409379517586,3.0454545454545454,66,"Supply Chain update: token approved a phased with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s027,0.6007422539939741,0.24828614304335136,0.0507051038709285,0.0029489707339167594,3.0,68,"Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s028,0.5891219686620324,0.26371359642494396,0.05105991665012544,0.002913064106504363,3.0,74,"City token update: officials expanded phased plan with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s029,0.3123101196468151,0.15258363445746123,0.05199632220161996,0.0030481003713891293,3.0,34,"Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, near-term execution token","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s030,0.3817516021216828,0.18352430758485833,0.05338059176450022,0.0035173977248745434,2.6,38,"Energy Markets update: officials narrowed a phased plan with measurable trade-offs, and near-term execution risks.","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s031,0.4401026315945538,0.2099629326922411,0.050925993633421165,0.0029451285010892577,3.0,55,"Medical Trial token officials rejected a phased plan with measurable milestones, token and execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s032,0.917844894733783,0.3824124229301994,0.051260699640841206,0.002879580202516158,3.0,116,"Sports Finals update: officials approved a phased plan with measurable token trade-offs, and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s033,0.45832740699922603,0.20233487892586288,0.04620736867833024,0.0028386820045005934,2.9473684210526314,56,"Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s034,0.3938376667379867,0.17308618076766963,0.04742338483988967,0.0028559726347222717,3.0,45,"Climate Policy update: token reported a phased plan with token milestones, token and near-term token risks.","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s035,0.4690805424065352,0.21813803148320532,0.05095160720560013,0.002882524556510434,3.0,59,"Chip Manufacturing update: officials criticized a phased plan with milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s036,0.7604781014151145,0.3586323051874081,0.058800930802969095,0.0029395232782788135,2.9714285714285715,103,"Supply Chain update: officials criticized a phased plan with token milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s037,0.4134740457892475,0.19371787433335813,0.05739683703640272,0.0034954112127424464,2.5,40,"Space Mission update: officials accelerated a phased plan measurable milestones, trade-offs, and near-term token risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s038,0.6329431665925224,0.27225969252866816,0.055097355198315136,0.002895497831071374,2.923076923076923,76,"City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and token execution risks.","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s039,0.2789245189444623,0.12474905077687871,0.04416055670393973,0.002778913588722034,3.0,30,"Cybersecurity Incident update: officials expanded phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s040,0.3097602055420813,0.15042497749841016,0.055866494753729005,0.003260637336023488,2.8181818181818183,30,"token Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s041,0.4332361150251631,0.22149988839311988,0.0475158466181691,0.002899734029582513,3.0,61,"Medical Trial token officials expanded a phased with measurable milestones, trade-offs, and near-term execution","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s042,0.8146800402516138,0.34948929378380367,0.0445611595623758,0.0026984790639064415,3.026315789473684,114,"Sports Finals token officials a phased plan with measurable milestones, and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s043,0.36838863511039227,0.172491430186059,0.05322853830152295,0.0029815722971134008,2.9285714285714284,41,Education update: officials token a phased plan with measurable token token and near-term execution risks.,"Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s044,0.8352821333203698,0.32952865882443255,0.05296949952044582,0.0030728795478220747,2.875,91,"Climate Policy update: officials expanded token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s045,0.6099860200167467,0.2565248333678486,0.055874716506699236,0.003289346178051629,2.739130434782609,62,"Chip Manufacturing update: officials reported a phased plan token measurable milestones, trade-offs, and near-term execution token","Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s046,0.47052406594137314,0.2143679611374181,0.042357961137418056,0.0025295588235294125,3.1363636363636362,69,"Supply Chain update: officials accelerated a phased plan with token milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
s047,0.9281803530053848,0.41910194941358303,0.055064948215849924,0.003165539140849853,2.7857142857142856,116,"Space Mission update: officials delayed a phased token with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",45,det,4
