sample_id,task,draft,k,regime,seed,n_denoise_steps,accept_mode,latency_s,ttft_ms,tpot_ms,num_tokens,tokens_per_sec,total_proposed,total_accepted,n_verify_steps,alpha,B_eff,block_accept_rate,stopped_eos,output_text
cnndm_6457,cnndm,drift,16,deterministic,42,2,block,0.9567,141.98,5.12,160,167.24,175,128857,11,736.3257,11714.27,0.0,False, the the the the the the the the the the the the repl the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the
cnndm_6501,cnndm,drift,16,deterministic,42,2,block,1.1857,398.22,4.95,160,134.94,171,275183,11,1609.2573,25016.64,0.0909,False," the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the, the the the the the the the the the the the the the the the the1 the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the"
cnndm_6548,cnndm,drift,16,deterministic,42,2,block,1.292,142.86,7.23,160,123.83,241,46441,16,192.7012,2902.56,0.375,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the
cnndm_6690,cnndm,drift,16,deterministic,42,2,block,1.022,192.21,5.22,160,156.55,176,92442,11,525.2386,8403.82,0.1818,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the the-
cnndm_6847,cnndm,drift,16,deterministic,42,2,block,1.0821,166.4,5.76,160,147.86,189,229497,12,1214.2698,19124.75,0.0,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the- the the the the the the the the the the the the the
cnndm_6873,cnndm,drift,16,deterministic,42,2,block,1.0387,213.51,5.19,160,154.04,166,255582,11,1539.6506,23234.73,0.1818,False," the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the, the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the"
cnndm_6945,cnndm,drift,16,deterministic,42,2,block,1.0743,280.39,4.99,160,148.94,166,170350,11,1026.2048,15486.36,0.2727,False," the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the the the the the-$ the the the the the the the the the the the the the the the the"" the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the"
cnndm_6952,cnndm,drift,16,deterministic,42,2,block,0.8906,113.36,4.89,160,179.66,174,301343,11,1731.8563,27394.82,0.0,False,	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw-!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw)	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw&	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw
cnndm_7011,cnndm,drift,16,deterministic,42,2,block,0.8607,113.83,4.7,160,185.9,151,268360,10,1777.2185,26836.0,0.0,False,	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw&	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw&	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw#	Draw	Draw	Draw	Draw	Draw	Draw	Draw
cnndm_7043,cnndm,drift,16,deterministic,42,2,block,1.0156,228.33,4.95,160,157.55,155,124666,10,804.2968,12466.6,0.0,False, the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the
cnndm_7089,cnndm,drift,16,deterministic,42,2,block,1.0508,186.43,5.44,160,152.27,173,178384,11,1031.1214,16216.73,0.0909,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the
cnndm_7098,cnndm,drift,16,deterministic,42,2,block,0.9141,142.62,4.85,160,175.04,151,44640,10,295.6291,4464.0,0.0,False,	Draw	Draw	Draw	Draw	Draw	Draw the	Draw the	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw the	Draw the	Draw the	Draw	Draw	Draw the	Draw!	Draw	Draw	Draw	Draw	Draw the the	Draw the	Draw the the	Draw	Draw the =[!	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the! the the	Draw	Draw	Draw the the	Draw the the the the	Draw the the the! the the the	Draw	Draw the the	Draw the the the the	Draw the the the$ the the the	Draw the the the the the the the the	Draw the the the$ the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the
cnndm_7104,cnndm,drift,16,deterministic,42,2,block,1.1076,212.79,5.63,160,144.46,169,7155,11,42.3373,650.45,0.3636,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the思! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the
cnndm_7148,cnndm,drift,16,deterministic,42,2,block,1.0808,124.5,6.01,160,148.04,181,300220,12,1658.674,25018.33,0.0,False,	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw-!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw/!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw
cnndm_7166,cnndm,drift,16,deterministic,42,2,block,0.9649,161.93,5.05,160,165.81,151,99795,10,660.894,9979.5,0.0,False,	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the!	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the! the the	Draw	Draw	Draw the the	Draw the the the the	Draw the the the! the the the	Draw	Draw the the	Draw the the the the	Draw the the the# the the the	Draw the the the the the the the the	Draw the the the$ the the the	Draw the the the the the the the the	Draw the the the$ the the the the the the the the the the the the	Draw the the the$ the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the
cnndm_7261,cnndm,drift,16,deterministic,42,2,block,1.2338,226.59,6.33,160,129.68,181,165894,12,916.5414,13824.5,0.3333,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the! the the the the the
cnndm_7342,cnndm,drift,16,deterministic,42,2,block,1.6187,488.59,7.11,160,98.85,272,180218,17,662.5662,10601.06,0.3529,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the
cnndm_7347,cnndm,drift,16,deterministic,42,2,block,0.962,229.5,4.61,160,166.32,166,253181,11,1525.1867,23016.45,0.2727,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the-$ the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the
cnndm_7356,cnndm,drift,16,deterministic,42,2,block,2.4034,273.9,13.39,160,66.57,405,325898,31,804.6864,10512.84,0.0645,False, the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the-1 the the the the the the the the the the the the절!$$$$ the the the! the the the the the the the the the the the the1$$ the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the the the the the-$$$$$$$$$$$$$ the the the
cnndm_7398,cnndm,drift,16,deterministic,42,2,block,1.029,196.59,5.24,160,155.49,166,170579,11,1027.5843,15507.18,0.3636,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the! the the the the the the the the the the the the the the the the-$ the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the
cnndm_7427,cnndm,drift,16,deterministic,42,2,block,1.1201,193.75,5.83,160,142.84,181,7923,12,43.7735,660.25,0.4167,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the1 the the the the the
cnndm_7555,cnndm,drift,16,deterministic,42,2,block,0.9878,208.96,4.9,160,161.98,155,134743,10,869.3097,13474.3,0.2,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the
cnndm_7608,cnndm,drift,16,deterministic,42,2,block,1.5808,387.64,7.5,160,101.21,256,52722,16,205.9453,3295.12,0.375,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the!
cnndm_7615,cnndm,drift,16,deterministic,42,2,block,0.8156,116.4,4.4,160,196.16,151,69931,10,463.1192,6993.1,0.0,False,	Draw	Draw	Draw	Draw	Draw	Draw the	Draw the	Draw the the	Draw	Draw the	Draw!	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the!	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the! the the	Draw	Draw	Draw the the	Draw the the the the	Draw the the the! the the the	Draw the the the	Draw the the the the	Draw the the the# the the the	Draw the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the
cnndm_7699,cnndm,drift,16,deterministic,42,2,block,0.9674,207.68,4.78,160,165.4,151,18252,10,120.8742,1825.2,0.5,False, the the the the the the the the the the the the思 the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the
cnndm_7705,cnndm,drift,16,deterministic,42,2,block,0.963,210.15,4.73,160,166.15,151,112965,10,748.1126,11296.5,0.4,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the! the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the
cnndm_7741,cnndm,drift,16,deterministic,42,2,block,1.2079,138.87,6.72,160,132.47,219,19330,14,88.2648,1380.71,0.0,False, the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the repl the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the- the the the- the the the- the the the the the the the the the the the the$ the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the the the the the the the the the
cnndm_7753,cnndm,drift,16,deterministic,42,2,block,1.2469,443.05,5.06,160,128.32,170,329925,11,1940.7353,29993.18,0.0,False, the the the the the the the the the the the the repl the the the! the the the the the the the the the the the the절 the the the!- the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the
cnndm_7813,cnndm,drift,16,deterministic,42,2,block,0.8009,120.34,4.28,160,199.77,155,26461,10,170.7161,2646.1,0.0,False, the the the	Draw the the the	Draw the the the the	Draw the the the! the the the	Draw the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the$ the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the
cnndm_7838,cnndm,drift,16,deterministic,42,2,block,1.1541,510.83,4.05,160,138.63,151,3603,10,23.8609,360.3,0.6,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the
cnndm_7862,cnndm,drift,16,deterministic,42,2,block,1.217,150.22,6.71,160,131.47,241,181994,16,755.1618,11374.62,0.25,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the! the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the! the
cnndm_7936,cnndm,drift,16,deterministic,42,2,block,1.3604,155.78,7.58,160,117.62,241,25837,16,107.2075,1614.81,0.375,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the
cnndm_7952,cnndm,drift,16,deterministic,42,2,block,0.8579,127.13,4.6,160,186.5,151,18845,10,124.8013,1884.5,0.0,False,	Draw	Draw	Draw	Draw	Draw the the	Draw the the the the	Draw	Draw the the! the the	Draw	Draw	Draw the the	Draw the the the the	Draw the the the! the the the	Draw	Draw the the	Draw the the the the	Draw the the the$ the the the	Draw the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the
cnndm_8049,cnndm,drift,16,deterministic,42,2,block,1.375,194.22,7.43,160,116.36,225,153684,15,683.04,10245.6,0.1333,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the절! the the the the the the the the the the the the절 the the the-! the the the the the the the the the the the the1 the the the the the the the the the the the the思 the the the-! the the the the the the the the the the the the the the the the-! the the the the the the the the the the the the1 the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the-!
cnndm_8077,cnndm,drift,16,deterministic,42,2,block,1.0922,223.98,5.46,160,146.49,175,342435,11,1956.7714,31130.45,0.0,False, the the the the the the the the the the the the repl the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the the the the
cnndm_8088,cnndm,drift,16,deterministic,42,2,block,1.0414,174.21,5.45,160,153.63,166,132930,11,800.7831,12084.55,0.3636,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the the the the the-$ the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the
cnndm_8142,cnndm,drift,16,deterministic,42,2,block,1.5616,225.55,8.4,160,102.46,272,1050,17,3.8603,61.76,0.4118,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the
cnndm_8152,cnndm,drift,16,deterministic,42,2,block,1.0618,324.27,4.64,160,150.68,151,96901,10,641.7285,9690.1,0.0,False, the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the思 the the the- the the the the the the the
cnndm_8177,cnndm,drift,16,deterministic,42,2,block,1.5293,394.12,7.14,160,104.62,272,17629,17,64.8125,1037.0,0.3529,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!11 the the the the the the the the the the the the the the the the
cnndm_8230,cnndm,drift,16,deterministic,42,2,block,0.7892,131.65,4.14,160,202.73,159,19214,10,120.8428,1921.4,0.2,False, the the the the the the the the the the the the repl the the the! the the the the the the the the the the the the repl the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the the the the
cnndm_8269,cnndm,drift,16,deterministic,42,2,block,0.8308,109.59,4.54,160,192.58,151,269895,10,1787.3841,26989.5,0.0,False,"	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw)	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw,	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw	Draw!	Draw	Draw	Draw	Draw	Draw	Draw	Draw"
cnndm_8321,cnndm,drift,16,deterministic,42,2,block,1.0227,196.42,5.2,160,156.46,166,98911,11,595.8494,8991.91,0.3636,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the思 the the the! the the the the the the the the the the the the the the the the-$ the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the
cnndm_8345,cnndm,drift,16,deterministic,42,2,block,0.9081,168.02,4.65,160,176.2,159,43003,10,270.4591,4300.3,0.2,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the- the the the the the the the the the the the the the the the
cnndm_8511,cnndm,drift,16,deterministic,42,2,block,1.4303,176.95,7.88,160,111.86,241,119193,16,494.5768,7449.56,0.375,False, the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the!111 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the the the the the the the the the the the the the the the the!1 the the the the the the the the the the the the the the the the! the
cnndm_8519,cnndm,drift,16,deterministic,42,2,block,1.0988,254.25,5.31,160,145.61,169,19758,11,116.9112,1796.18,0.3636,False, the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the the思! the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the
cnndm_8521,cnndm,drift,16,deterministic,42,2,block,0.886,141.14,4.68,160,180.59,151,230796,10,1528.4503,23079.6,0.0,False, the the the	Draw the the the	Draw the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the! the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the repl the the the- the the the the the the the the the the the the repl the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the思 the the the- the the the the the the the the the the the the the the the the- the the the the the the the
cnndm_8550,cnndm,drift,16,deterministic,42,2,block,1.3673,425.94,5.92,160,117.02,201,59638,13,296.7065,4587.54,0.3077,False," the the the the the the the the the the the the절 the the the! the the the the the the the the the the the the절 the the the!1 the the the the the the the the the the the!$, the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the the the the the the the the1 the the the the the the the the the"
cnndm_8585,cnndm,drift,16,deterministic,42,2,block,0.9657,120.74,5.31,160,165.68,184,152187,12,827.1033,12682.25,0.0,False, the the the	Draw the the the the the the the the	Draw the the the!) the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the	Draw the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the절 the the the- the the the the the the the the the the the the the the the the- the the the the the the the the the the the the$ the the the the the the the the the the the the$ the the the- the the the the the the the the the the
